cette,D,VERB,NC,PRP,RNNinoperate,VERB
menace,N,SCONJ,ADJ,VER:infi,RNNinoperate,ADV
que,C,PRON,PUNC,VER:pper,RNNinoperate,ADV
nous,PRO,AUX,DET,PUN,RNNinoperate,ADJ
",",PONCT,VERB,NC,NAM,RNNinoperate,ADP
aux,P+D,DET,ADJ,VER:infi,RNNinoperate,DET
Etats,N,NOUN,ADJ,DET:ART,RNNinoperate,NOUN
-,PONCT,ADP,CC,NOM,RNNinoperate,SCONJ
Unis,A,VERB,ADJ,ADJ,RNNinoperate,PRON
",",PONCT,NOUN,ADJ,ADJ,RNNinoperate,PUNCT
et,C,PUNCT,NC,SENT,RNNinoperate,ADP+DET
la,D,PROPN,ADJ,DET:ART,RNNinoperate,PROPN
première,A,VERB,V,NOM,RNNinoperate,PUNCT
des,P+D,DET,ADV,PUN,RNNinoperate,ADJ
démarches,N,NOUN,P,VER:pper,RNNinoperate,PUNCT
pour,P,ADJ,N,PRP,RNNinoperate,CCONJ
nos,D,ADJ,ADJ,NAM,RNNinoperate,DET
deux,A,PUNCT,PUNC,PUN,RNNinoperate,ADJ
pays,N,DET,PRO,VER:pres,RNNinoperate,ADP+DET
est,V,NOUN,ADV,ADV,RNNinoperate,NOUN
d',P,PUNCT,V,VER:pper,RNNinoperate,ADP
agir,V,VERB,VINF,DET:POS,RNNinoperate,DET
de,P,ADP,DET,NOM,RNNinoperate,NUM
concert,N,PROPN,DET,PRP,RNNinoperate,NOUN
afin,P,PUNCT,CLS,DET:ART,RNNinoperate,VERB
de,P,AUX,V,NOM,RNNinoperate,ADP
réussir,V,ADV,VPP,KON,RNNinoperate,VERB
à,P,VERB,P,VER:pres,RNNinoperate,ADP
la,CL,DET,ADV,NOM,RNNinoperate,NOUN
contrecarrer,V,NOUN,P,PRP,RNNinoperate,ADP
.,PONCT,ADP,DET,NOM,RNNinoperate,ADP
Cela,PRO,DET,NC,PUN,RNNinoperate,VERB
peut,V,NOUN,P,NOM,RNNinoperate,ADP
échouer,V,CCONJ,NC,PUN,RNNinoperate,PRON
",",PONCT,VERB,ADJ,PUN:cit,RNNinoperate,VERB
mais,C,NOUN,PUNC,DET:ART,RNNinoperate,PUNCT
nous,CL,ADP,PUNC,NAM,RNNinoperate,PRON
devons,V,NOUN,DET,ADJ,RNNinoperate,VERB
d',P,PUNCT,NC,VER:pres,RNNinoperate,VERB
abord,N,NOUN,ADJ,DET:ART,RNNinoperate,PUNCT
nous,CL,PUNCT,PUNC,NOM,RNNinoperate,CCONJ
convaincre,V,PUNCT,VPP,ADJ,RNNinoperate,PRON
que,C,DET,P,ADJ,RNNinoperate,VERB
ce,D,PROPN,DET,SENT,RNNinoperate,ADP
scénario,N,NOUN,NC,DET:ART,RNNinoperate,NOUN
désastreux,A,VERB,PUNC,NOM,RNNinoperate,PRON
pourrait,V,DET,ADV,VER:pres,RNNinoperate,VERB
bien,ADV,NOUN,V,DET:ART,RNNinoperate,SCONJ
se,CL,ADJ,ADV,ADJ,RNNinoperate,DET
réaliser,V,ADJ,DET,NOM,RNNinoperate,NOUN
et,C,PUNCT,NC,PUN,RNNinoperate,ADJ
ensuite,ADV,DET,VINF,KON,RNNinoperate,AUX
essayer,V,NOUN,DET,PRP,RNNinoperate,ADV
de,P,AUX,NC,DET:ART,RNNinoperate,PRON
convaincre,V,DET,ADJ,NOM,RNNinoperate,VERB
la,D,ADJ,PUNC,ADJ,RNNinoperate,CCONJ
RFA,N,NOUN,DET,PUN,RNNinoperate,ADV
de,P,PUNCT,NPP,DET:ART,RNNinoperate,VERB
ne,ADV,CCONJ,V,NOM,RNNinoperate,ADP
pas,ADV,ADP,ADV,SENT,RNNinoperate,VERB
accepter,V,DET,VINF,ADV,RNNinoperate,DET
la,D,NOUN,P,ADV,RNNinoperate,PROPN
démilitarisation,N,NOUN,PRO,NAM,RNNinoperate,ADP
.,PONCT,PUNCT,P,VER:pres,RNNinoperate,ADV
Il,CL,DET,C,PRP,RNNinoperate,ADV
faut,V,NOUN,DET,NOM,RNNinoperate,VERB
leur,CL,PUNCT,ADJ,ADJ,RNNinoperate,DET
demander,V,ADV,N,PUN,RNNinoperate,NOUN
d',P,ADV,P,VER:infi,RNNinoperate,PUNCT
être,V,PROPN,N,DET:POS,RNNinoperate,PRON
fermes,A,AUX,VS,NOM,RNNinoperate,VERB
.,PONCT,ADP,VPP,PRP,RNNinoperate,PRON
Ils,CL,NOUN,VPP,NOM,RNNinoperate,VERB
n',ADV,NOUN,PUNC,ADJ,RNNinoperate,ADP
ont,V,PUNCT,V,PUN,RNNinoperate,AUX
qu',ADV,VERB,DET,KON,RNNinoperate,ADJ
à,P,DET,NC,PRO:PER,RNNinoperate,PUNCT
attendre,V,NOUN,ADJ,VER:pres,RNNinoperate,PRON
l',D,ADP,V,ADV,RNNinoperate,ADV
écroulement,N,NOUN,NPP,PRP,RNNinoperate,VERB
de,P,ADJ,PUNC,NOM,RNNinoperate,SCONJ
la,D,PUNCT,CC,PRP,RNNinoperate,ADP
RDA,N,CCONJ,DET,VER:infi,RNNinoperate,VERB
et,C,PRON,CL,VER:pper,RNNinoperate,DET
en,CL,AUX,V,PUN,RNNinoperate,NOUN
retirer,V,ADV,ADV,NOM,RNNinoperate,ADP
les,D,ADP,DET,PRP,RNNinoperate,DET
bénéfices,N,NOUN,NC,VER:infi,RNNinoperate,PROPN
",",PONCT,ADP,P,PRO:DEM,RNNinoperate,CCONJ
selon,P,NOUN,NPP,NOM,RNNinoperate,ADP
leurs,D,NOUN,VINF,PRP,RNNinoperate,VERB
intérêts,N,PUNCT,P,DET:POS,RNNinoperate,DET
.,PONCT,PROPN,DET,NOM,RNNinoperate,NOUN
Afin,P,ADP,N,SENT,RNNinoperate,PUNCT
de,P,VERB,PUNC,PRO:REL,RNNinoperate,ADP
pallier,V,DET,DET,NOM,RNNinoperate,DET
le,D,NOUN,NC,SENT,RNNinoperate,NOUN
complexe,N,ADP,P,PRO:DEM,RNNinoperate,PUNCT
d',P,DET,PROREL,VER:pres,RNNinoperate,ADP
infériorité,N,NOUN,DET,DET:ART,RNNinoperate,ADP
des,P+D,PUNCT,PUNC,NOM,RNNinoperate,VERB
allemands,N,ADJ,NC,ADJ,RNNinoperate,DET
de,P,NOUN,PUNC,PUN,RNNinoperate,NOUN
la,D,PUNCT,ADV,NOM,RNNinoperate,ADP
république,N,PRON,V,PUN,RNNinoperate,NOUN
fédérale,A,VERB,VINF,PRP,RNNinoperate,ADP+DET
provenant,V,DET,NPP,PRO:REL,RNNinoperate,NOUN
de,P,NOUN,V,VER:subi,RNNinoperate,ADP
l',D,NOUN,ADV,PUN,RNNinoperate,DET
absence,N,PUNCT,ADV,NOM,RNNinoperate,NOUN
d',P,ADJ,P,VER:pper,RNNinoperate,ADJ
armement,N,PUNCT,N,PUN,RNNinoperate,VERB
nucléaire,A,ADP,CS,VER:pper,RNNinoperate,ADP
",",PONCT,PRON,DET,PRP,RNNinoperate,DET
la,D,ADV,PUNC,NAM,RNNinoperate,NOUN
France,N,PUNCT,ADJ,NAM,RNNinoperate,ADP
devrait,V,VERB,PUNC,PUN,RNNinoperate,NOUN
proposer,V,VERB,V,VER:impf,RNNinoperate,ADJ
à,P,PUNCT,VPP,PRP,RNNinoperate,PUNCT
la,D,VERB,ET,DET:ART,RNNinoperate,DET
RFA,N,ADP,ET,NOM,RNNinoperate,PROPN
le,D,PROPN,CLS,ADJ,RNNinoperate,AUX
système,N,PROPN,V,PUN,RNNinoperate,VERB
de,P,PUNCT,N,PRO:PER,RNNinoperate,ADP
double,A,VERB,PUNC,VER:impf,RNNinoperate,DET
commande,N,ADP,CC,ADJ,RNNinoperate,PROPN
des,P+D,DET,ET,KON,RNNinoperate,DET
missiles,N,NOUN,ET,DET:ART,RNNinoperate,NOUN
Hadès,N,DET,CLS,NOM,RNNinoperate,ADP
de,P,PUNCT,ADV,PRP,RNNinoperate,ADJ
400,D,PRON,V,DET:POS,RNNinoperate,NOUN
km,N,AUX,ADV,NOM,RNNinoperate,ADP+DET
de,P,VERB,CLR,ADV,RNNinoperate,NOUN
portée,N,SCONJ,VINF,VER:subp,RNNinoperate,PROPN
.,PONCT,DET,P,ADV,RNNinoperate,ADP
Cela,PRO,NOUN,DET,VER:pper,RNNinoperate,NUM
",",PONCT,ADP,N,PUN,RNNinoperate,NOUN
complété,V,DET,P,PRO:PER,RNNinoperate,ADP
par,P,NOUN,N,VER:futu,RNNinoperate,NOUN
un,D,ADV,P,PUN,RNNinoperate,PUNCT
engagement,N,VERB,ADJ,VER:impf,RNNinoperate,PRON
solennel,A,ADV,NC,VER:pper,RNNinoperate,PUNCT
de,P,AUX,PUNC,VER:infi,RNNinoperate,VERB
la,D,PUNCT,DET,SENT,RNNinoperate,ADP
France,N,PRON,NC,ADV,RNNinoperate,DET
de,P,VERB,P,ADJ,RNNinoperate,NOUN
défendre,V,PUNCT,NC,PUN,RNNinoperate,ADJ
la,D,AUX,P,DET:ART,RNNinoperate,ADP
frontière,N,VERB,DET,NAM,RNNinoperate,DET
orientale,A,VERB,NC,VER:futu,RNNinoperate,PROPN
allemande,A,PUNCT,P,DET:ART,RNNinoperate,ADP
avec,P,ADV,NC,ADJ,RNNinoperate,VERB
ses,D,ADJ,V,NOM,RNNinoperate,DET
armes,N,PUNCT,NC,ADJ,RNNinoperate,NOUN
nucléaires,A,DET,ADJ,PRP,RNNinoperate,ADJ
",",PONCT,NOUN,PUNC,ABR,RNNinoperate,ADJ
pourrait,V,VERB,DET,NOM,RNNinoperate,ADP
peut,V,DET,NC,PUN,RNNinoperate,DET
-,PONCT,ADJ,V,VER:pres,RNNinoperate,NOUN
être,V,NOUN,ADV,DET:ART,RNNinoperate,ADJ
venir,V,ADJ,ADV,NAM,RNNinoperate,PUNCT
à,P,ADP,ADJ,VER:pper,RNNinoperate,AUX
bout,N,NOUN,P,PUN,RNNinoperate,VERB
du,P+D,DET,DET,KON,RNNinoperate,PUNCT
sentiment,N,PUNCT,NC,DET:ART,RNNinoperate,VERB
de,P,VERB,PROREL,NAM,RNNinoperate,VERB
désespérance,N,DET,CLS,VER:futu,RNNinoperate,ADP
qui,PRO,PROPN,PUNC,ADJ,RNNinoperate,NOUN
s',CL,VERB,P,PRP,RNNinoperate,ADP+DET
infiltre,V,PUNCT,N,VER:infi,RNNinoperate,NOUN
en,P,CCONJ,PUNC,PUN,RNNinoperate,ADP
Allemagne,N,DET,ADJ,VER:infi,RNNinoperate,NOUN
en,P,NOUN,PUNC,PRO:PER,RNNinoperate,PRON
ce,PRO,AUX,CC,PUN,RNNinoperate,PRON
qui,PRO,NOUN,DET,ADJ,RNNinoperate,VERB
concerne,V,ADP,ADJ,NOM,RNNinoperate,ADP
les,D,NOUN,P,PUN,RNNinoperate,PROPN
affaires,N,PUNCT,NC,PRP,RNNinoperate,ADP
militaires,A,VERB,P,PRO:PER,RNNinoperate,PRON
.,PONCT,PRON,DET,VER:infi,RNNinoperate,PRON
Ces,D,PUNCT,DET,VER:pper,RNNinoperate,VERB
engagements,N,ADJ,NC,PUN,RNNinoperate,DET
français,A,NOUN,V,PRO:PER,RNNinoperate,NOUN
ne,ADV,PUNCT,P,ADV,RNNinoperate,ADJ
tiennent,V,ADP,VINF,VER:pres,RNNinoperate,PUNCT
cependant,ADV,PRON,P,ADV,RNNinoperate,DET
pas,ADV,VERB,NC,PRP,RNNinoperate,NOUN
compte,N,DET,P,NOM,RNNinoperate,ADJ
des,P+D,PUNCT,P,PRP,RNNinoperate,ADV
autres,A,PRON,VINF,ADV,RNNinoperate,VERB
éléments,N,ADV,P,VER:infi,RNNinoperate,ADV
de,P,AUX,DET,ADV,RNNinoperate,ADV
défaitisme,N,ADV,VINF,SENT,RNNinoperate,NOUN
-,PONCT,ADP,PUNC,DET:ART,RNNinoperate,ADP+DET
la,D,NOUN,PRO,NOM,RNNinoperate,ADJ
Gorbymania,N,ADP,V,ADJ,RNNinoperate,NOUN
et,C,DET,VINF,ADJ,RNNinoperate,ADP
l',D,NOUN,PUNC,VER:futu,RNNinoperate,NOUN
attrait,N,ADV,CC,ADV,RNNinoperate,PUNCT
de,P,PUNCT,CLS,VER:pper,RNNinoperate,DET
l',D,DET,V,PRP,RNNinoperate,PROPN
unité,N,NOUN,P,NOM,RNNinoperate,CCONJ
.,PONCT,ADJ,N,SENT,RNNinoperate,DET
Ils,CL,ADJ,CLO,DET:ART,RNNinoperate,NOUN
ne,ADV,AUX,VINF,NOM,RNNinoperate,ADP
satisfont,V,ADV,CS,ADJ,RNNinoperate,DET
pas,ADV,VERB,DET,VER:futu,RNNinoperate,NOUN
non,ADV,ADP,NC,ADJ,RNNinoperate,PUNCT
plus,ADV,VERB,ADJ,NOM,RNNinoperate,PRON
le,D,PUNCT,V,ADJ,RNNinoperate,ADV
désir,N,DET,ADV,SENT,RNNinoperate,VERB
d',P,NOUN,CLR,PRO:PER,RNNinoperate,ADV
expansion,N,ADJ,VINF,PRO:PER,RNNinoperate,ADV
commerciale,A,AUX,CC,VER:pres,RNNinoperate,ADV
vers,P,VERB,ADV,ADV,RNNinoperate,DET
l',D,AUX,VINF,VER:pper,RNNinoperate,NOUN
Est,N,VERB,P,PUN,RNNinoperate,ADP
.,PONCT,PUNCT,VINF,DET:ART,RNNinoperate,NOUN
Nous,CL,PRON,DET,NOM,RNNinoperate,ADJ
devons,V,PRON,NPP,VER:ppre,RNNinoperate,ADP
sans,P,AUX,P,DET:ART,RNNinoperate,DET
cesse,N,ADV,ADV,NOM,RNNinoperate,PROPN
mettre,V,DET,ADV,ADJ,RNNinoperate,PUNCT
le,D,PUNCT,VINF,PRP,RNNinoperate,PRON
projecteur,N,DET,DET,DET:ART,RNNinoperate,VERB
sur,P,NOUN,NC,NUM,RNNinoperate,ADP
l',D,VERB,PUNC,NOM,RNNinoperate,NOUN
objectif,N,DET,CLS,ADJ,RNNinoperate,VERB
soviétique,A,NOUN,V,VER:subp,RNNinoperate,DET
",",PONCT,ADJ,CLO,VER:pper,RNNinoperate,NOUN
dans,P,ADP,VINF,SENT,RNNinoperate,ADP
l',D,DET,P,PRO:IND,RNNinoperate,DET
espoir,N,ADJ,VINF,PRO:DEM,RNNinoperate,NOUN
de,P,NOUN,ADJ,VER:futu,RNNinoperate,ADJ
convaincre,V,ADJ,PUNC,DET:ART,RNNinoperate,PUNCT
la,D,AUX,CLS,NOM,RNNinoperate,ADP
RFA,N,VERB,N,ADJ,RNNinoperate,DET
que,C,PUNCT,ADJ,PUN,RNNinoperate,NOUN
la,D,ADJ,V,KON,RNNinoperate,ADP
démilitarisation,N,PRON,VPP,PUN,RNNinoperate,VERB
constitue,V,VERB,DET,KON,RNNinoperate,DET
un,D,DET,P,DET:ART,RNNinoperate,PROPN
trop,ADV,NOUN,VINF,NOM,RNNinoperate,SCONJ
grand,A,ADJ,DET,PRP,RNNinoperate,DET
risque,N,PUNCT,NC,NOM,RNNinoperate,NOUN
.,PONCT,CCONJ,P,VER:futu,RNNinoperate,VERB
Il,CL,PUNCT,DET,VER:pper,RNNinoperate,DET
se,CL,SCONJ,NPP,PUN,RNNinoperate,ADV
pourrait,V,DET,CC,VER:pper,RNNinoperate,ADJ
qu',C,NOUN,P,PUN,RNNinoperate,NOUN
il,CL,ADP,VINF,VER:pper,RNNinoperate,PUNCT
existe,V,ADJ,DET,NOM,RNNinoperate,PRON
une,D,AUX,NC,ADV,RNNinoperate,PRON
alternative,N,VERB,PUNC,VER:futu,RNNinoperate,VERB
positive,A,PUNCT,P,ADV,RNNinoperate,SCONJ
à,P,NOUN,DET,VER:pper,RNNinoperate,PRON
mon,D,PUNCT,NC,PUN,RNNinoperate,VERB
scénario,N,NOUN,PUNC,DET:ART,RNNinoperate,DET
catastrophe,N,ADJ,P,NOM,RNNinoperate,NOUN
gouvernement,N,ADV,P,ADJ,RNNinoperate,ADJ
de,P,VERB,VINF,KON,RNNinoperate,ADP
la,D,ADV,DET,DET:ART,RNNinoperate,DET
RDA,N,DET,NC,NOM,RNNinoperate,NOUN
s',CL,PUNCT,P,ADJ,RNNinoperate,NOUN
effondre,V,DET,NC,VER:futu,RNNinoperate,NOUN
",",PONCT,NOUN,P,VER:pper,RNNinoperate,ADP
il,CL,ADJ,NC,DET:ART,RNNinoperate,DET
y,CL,CCONJ,P,NOM,RNNinoperate,PROPN
a,V,DET,DET,SENT,RNNinoperate,PRON
des,D,NOUN,N,KON,RNNinoperate,VERB
élections,N,ADJ,ADJ,VER:subi,RNNinoperate,PUNCT
libres,A,AUX,VPR,PUN,RNNinoperate,PRON
",",PONCT,VERB,P,NOM,RNNinoperate,PRON
et,C,DET,DET,ADJ,RNNinoperate,VERB
la,D,NOUN,NC,VER:futu,RNNinoperate,DET
RFA,N,PUNCT,P,PUN,RNNinoperate,NOUN
",",PONCT,CCONJ,NC,PRO:PER,RNNinoperate,ADJ
sans,P,NOUN,ADJ,PUN,RNNinoperate,PUNCT
quitter,V,PUNCT,PUNC,PRP,RNNinoperate,CCONJ
l',D,NOUN,DET,NOM,RNNinoperate,DET
OTAN,N,ADJ,NPP,ADJ,RNNinoperate,PROPN
ni,C,AUX,V,SENT,RNNinoperate,PUNCT
désarmer,V,PUNCT,VINF,PRO:PER,RNNinoperate,ADP
",",PONCT,PRON,P,VER:pres,RNNinoperate,VERB
est,V,PUNCT,DET,ADV,RNNinoperate,DET
associée,V,ADP,NPP,VER:infi,RNNinoperate,PROPN
d',P,NOUN,DET,NAM,RNNinoperate,CCONJ
une,D,ADJ,NC,VER:ppre,RNNinoperate,VERB
manière,N,PUNCT,P,PRO:DEM,RNNinoperate,PUNCT
ou,C,PRON,ADJ,NOM,RNNinoperate,AUX
d',P,AUX,NC,PRP,RNNinoperate,VERB
une,D,VERB,P,DET:POS,RNNinoperate,ADP
autre,A,VERB,NC,NOM,RNNinoperate,DET
à,P,PROPN,NPP,SENT,RNNinoperate,NOUN
la,D,VERB,P,ADV,RNNinoperate,CCONJ
RDA,N,DET,DET,PRO:PER,RNNinoperate,ADP
.,PONCT,NOUN,NC,PRO:PER,RNNinoperate,DET
Nous,CL,ADP,P,VER:pres,RNNinoperate,ADJ
devons,V,DET,NC,ADV,RNNinoperate,ADP
oeuvrer,V,PROPN,PUNC,PRP,RNNinoperate,DET
en,P,PUNCT,PRO,DET:ART,RNNinoperate,PROPN
ce,D,ADV,PUNC,NOM,RNNinoperate,PUNCT
sens,N,PRON,VPP,PRP,RNNinoperate,PRON
",",PONCT,PRON,P,NOM,RNNinoperate,AUX
mais,C,NOUN,DET,PUN,RNNinoperate,VERB
Gorbatchev,N,ADV,NC,NAM,RNNinoperate,ADP
ne,ADV,ADP,ADJ,PRP,RNNinoperate,DET
le,CL,DET,P,NOM,RNNinoperate,NOUN
permettra,V,NOUN,DET,PUN,RNNinoperate,PUNCT
pas,ADV,ADP,NPP,NOM,RNNinoperate,CCONJ
.,PONCT,NOUN,P,PUN,RNNinoperate,PROPN
Accepter,V,PUNCT,VINF,PRO:PER,RNNinoperate,ADV
reviendrait,V,PROPN,DET,VER:pres,RNNinoperate,PRON
pour,P,ADP,NC,PRO:PER,RNNinoperate,VERB
lui,PRO,NOUN,ADJ,VER:infi,RNNinoperate,ADV
à,P,PUNCT,ADJ,SENT,RNNinoperate,PUNCT
abandonner,V,ADV,P,PRO:DEM,RNNinoperate,VERB
son,D,PUNCT,DET,NOM,RNNinoperate,VERB
principal,A,DET,NC,VER:pres,RNNinoperate,ADP
objectif,N,NOUN,ADJ,DET:ART,RNNinoperate,PRON
.,PONCT,PRON,PUNC,NOM,RNNinoperate,ADP
Il,CL,VERB,V,SENT,RNNinoperate,VERB
serait,V,PUNCT,V,ADV,RNNinoperate,DET
préférable,A,DET,PUNC,VER:pres,RNNinoperate,ADJ
pour,P,NOUN,V,ADV,RNNinoperate,NOUN
lui,PRO,AUX,V,DET:ART,RNNinoperate,PUNCT
de,P,DET,P,NOM,RNNinoperate,PRON
maintenir,V,NOUN,N,PRP,RNNinoperate,VERB
ses,D,PUNCT,P,PRO:PER,RNNinoperate,ADJ
troupes,N,ADV,NC,PUN,RNNinoperate,ADP
de,P,VERB,P,DET:ART,RNNinoperate,PRON
380,D,ADV,NC,NOM,RNNinoperate,ADP
000,D,DET,PROREL,PRP,RNNinoperate,VERB
hommes,N,NOUN,ET,NOM,RNNinoperate,DET
en,P,ADP,ET,ADJ,RNNinoperate,NOUN
RDA,N,PRON,V,PRP,RNNinoperate,ADP
",",PONCT,PUNCT,P,NOM,RNNinoperate,NUM
et,C,DET,NPP,PRP,RNNinoperate,NOUN
de,P,NOUN,P,ADJ,RNNinoperate,ADP
jouer,V,ADP,PRO,PUN,RNNinoperate,PROPN
un,D,NOUN,PRO,ADV,RNNinoperate,PUNCT
jeu,N,VERB,V,VER:pper,RNNinoperate,CCONJ
d',P,ADP,DET,PUN,RNNinoperate,ADP
attente,N,NOUN,NC,NOM,RNNinoperate,VERB
en,P,ADP,ADJ,ADJ,RNNinoperate,DET
admettant,V,ADJ,PUNC,PRP,RNNinoperate,NOUN
une,D,PUNCT,DET,NAM,RNNinoperate,ADP
certaine,A,ADP,NC,PUN,RNNinoperate,NOUN
dérive,N,NOUN,ADJ,KON,RNNinoperate,ADP
",",PONCT,PUNCT,ADV,ADV,RNNinoperate,VERB
tout,ADV,NOUN,V,VER:futu,RNNinoperate,DET
en,P,ADJ,ADV,PRP,RNNinoperate,ADJ
déniant,V,ADP,ADV,NOM,RNNinoperate,NOUN
la,D,PROPN,V,SENT,RNNinoperate,PUNCT
liberté,N,PUNCT,DET,PRP,RNNinoperate,ADV
totale,A,CCONJ,ADJ,PRO:DEM,RNNinoperate,ADP
.,PONCT,PRON,NC,NOM,RNNinoperate,VERB
Gorbatchev,N,AUX,P,PUN,RNNinoperate,DET
a,V,ADP,NC,DET:ART,RNNinoperate,NOUN
une,D,NOUN,PUNC,NOM,RNNinoperate,ADJ
carte,N,PUNCT,DET,DET:ART,RNNinoperate,PUNCT
annexe,A,ADP,NPP,NOM,RNNinoperate,PROPN
à,P,DET,CC,VER:pper,RNNinoperate,VERB
jouer,V,NOUN,DET,KON,RNNinoperate,DET
.,PONCT,PUNCT,NC,VER:subi,RNNinoperate,NOUN
Il,CL,DET,P,PUN,RNNinoperate,ADJ
s',CL,NOUN,DET,NOM,RNNinoperate,ADP
agit,V,DET,NC,ADJ,RNNinoperate,VERB
du,P+D,NOUN,PUNC,VER:pper,RNNinoperate,PUNCT
retrait,N,NOUN,CLS,PUN,RNNinoperate,PRON
réel,A,CCONJ,ADV,VER:pper,RNNinoperate,PRON
de,P,NOUN,V,PUN,RNNinoperate,VERB
l',D,PUNCT,ADV,NOM,RNNinoperate,ADP+DET
armée,N,NOUN,ADV,ADJ,RNNinoperate,NOUN
rouge,A,ADJ,ADV,VER:futu,RNNinoperate,ADJ
des,P+D,VERB,DET,DET:ART,RNNinoperate,ADP
pays,N,PUNCT,NC,ADJ,RNNinoperate,DET
de,P,NOUN,P,NOM,RNNinoperate,NOUN
l',D,PUNCT,NC,PRP:det,RNNinoperate,ADJ
Europe,N,NOUN,ADJ,NOM,RNNinoperate,ADP+DET
de,P,ADJ,P,PUN,RNNinoperate,NOUN
l',D,VERB,DET,PRP,RNNinoperate,ADP
Est,N,DET,N,DET:ART,RNNinoperate,DET
.,PONCT,ADJ,PUNC,NOM,RNNinoperate,PROPN
Ces,D,NOUN,CLS,KON,RNNinoperate,ADP
pays,N,ADP,V,PRP:det,RNNinoperate,DET
pourraient,V,NOUN,P,NOM,RNNinoperate,PROPN
se,CL,PUNCT,N,ADJ,RNNinoperate,PUNCT
tourner,V,ADP,V,KON,RNNinoperate,DET
vers,P,DET,DET,PRP,RNNinoperate,NOUN
la,D,NOUN,NC,VER:infi,RNNinoperate,AUX
démocratie,N,CCONJ,P,DET:ART,RNNinoperate,PRON
tout,ADV,ADP,DET,NOM,RNNinoperate,VERB
en,P,NOUN,NC,ADJ,RNNinoperate,ADP
conservant,V,ADJ,ADJ,SENT,RNNinoperate,DET
des,D,ADP,PUNC,DET:ART,RNNinoperate,NOUN
troupes,N,ADP,P,NOM,RNNinoperate,ADV
soviétiques,A,VERB,DET,ADJ,RNNinoperate,ADP
sur,P,DET,NC,ADJ,RNNinoperate,VERB
leur,D,NOUN,P,KON,RNNinoperate,DET
sol,N,ADJ,VINF,ADJ,RNNinoperate,NOUN
ou,C,PUNCT,DET,ADJ,RNNinoperate,ADJ
bien,ADV,DET,NPP,NOM,RNNinoperate,ADP
les,D,NOUN,CS,PUN,RNNinoperate,DET
troupes,N,ADJ,DET,VER:futu,RNNinoperate,NOUN
pourraient,V,ADJ,NC,ADV,RNNinoperate,CCONJ
quitter,V,CCONJ,V,PRP,RNNinoperate,ADV
tout,ADV,ADJ,DET,NOM,RNNinoperate,DET
à,P,ADJ,ADV,ADJ,RNNinoperate,NOUN
fait,N,NOUN,ADJ,SENT,RNNinoperate,AUX
ces,D,PUNCT,NC,NOM,RNNinoperate,VERB
territoires,N,VERB,PUNC,ADV,RNNinoperate,ADV
.,PONCT,ADV,CLS,VER:pres,RNNinoperate,ADP
Si,C,DET,CLR,VER:infi,RNNinoperate,NOUN
le,D,NOUN,V,VER:pper,RNNinoperate,DET
retrait,N,ADJ,VPP,PUN,RNNinoperate,NOUN
complet,A,PUNCT,DET,PRO:PER,RNNinoperate,PUNCT
servait,V,PROPN,DET,VER:futu,RNNinoperate,SCONJ
l',D,ADV,V,VER:pper,RNNinoperate,DET
objectif,N,AUX,DET,PRP,RNNinoperate,NOUN
de,P,VERB,NC,NOM,RNNinoperate,ADJ
Gorbatchev,N,DET,ADJ,ADJ,RNNinoperate,VERB
",",PONCT,PUNCT,P,PUN,RNNinoperate,DET
nous,CL,PRON,DET,DET:ART,RNNinoperate,NOUN
devons,V,AUX,NC,NOM,RNNinoperate,ADP
supposer,V,VERB,NC,PRP:det,RNNinoperate,PROPN
qu',C,ADP,NC,NOM,RNNinoperate,PUNCT
il,CL,ADP,P,ADJ,RNNinoperate,PRON
accepterait,V,NOUN,DET,SENT,RNNinoperate,AUX
le,D,PUNCT,NPP,SENT,RNNinoperate,VERB
retrait,N,DET,ET,DET:ART,RNNinoperate,SCONJ
jusqu',P,NOUN,ET,NOM,RNNinoperate,PRON
à,P,DET,V,ADJ,RNNinoperate,VERB
la,D,NOUN,PUNC,PUN,RNNinoperate,DET
frontière,N,ADJ,CL,VER:pper,RNNinoperate,NOUN
soviétique,A,PUNCT,CL,PRP,RNNinoperate,ADV
.,PONCT,PUNCT,V,DET:POS,RNNinoperate,ADP
Le,D,DET,DET,NOM,RNNinoperate,DET
rôle,N,NOUN,NC,PUN,RNNinoperate,NOUN
d',P,ADJ,ADJ,ADV,RNNinoperate,ADJ
intimidation,N,PUNCT,PUNC,VER:futu,RNNinoperate,PUNCT
que,PRO,VERB,CC,ADV,RNNinoperate,DET
l',D,ADP,DET,DET:POS,RNNinoperate,NOUN
armée,N,DET,NPP,NOM,RNNinoperate,ADP
rouge,A,NOUN,PUNC,VER:infi,RNNinoperate,NOUN
aura,V,PUNCT,P,DET:ART,RNNinoperate,PRON
après,P,ADV,VINF,NOM,RNNinoperate,DET
la,D,VERB,DET,ADJ,RNNinoperate,NOUN
démilitarisation,N,ADV,NPP,SENT,RNNinoperate,ADJ
de,P,DET,CC,NUM,RNNinoperate,VERB
l',D,NOUN,VINF,PUN,RNNinoperate,ADP
Allemagne,N,VERB,PUNC,NAM,RNNinoperate,DET
pourra,V,DET,V,VER:cond,RNNinoperate,NOUN
se,CL,NOUN,VPP,ADV,RNNinoperate,ADP
jouer,V,ADJ,P,VER:infi,RNNinoperate,DET
depuis,P,PUNCT,DET,PRP,RNNinoperate,PROPN
